326400178265107441452832291886513408174,222072283106976555596194758077801795167,72,60,60,74,71,66,68,56,63,63,66,
251166304454099773844196734029986353314,243625426453444795710486131322488143119,71,71,57,65,60,63,71,67,66,65,63,
96872654502087995245692052472837992002,66293339330509923962019441268120884718,55,68,56,71,67,64,64,67,64,66,70,
205574709561634894364871894081300377315,60004573280044905673650518932465561268,66,61,65,53,67,60,53,78,71,71,76,
98427502497105015315396008141289059702,52751538900152048822543816632789689757,60,62,72,61,65,64,52,62,67,64,65,
220599577995050455681299567677965949566,289514593630627877962547594550013457107,71,69,79,76,71,66,74,60,63,67,76,
99327069961649321120023968297933329779,192012293961075676021954521013982612808,63,57,69,62,65,64,69,62,68,68,53,
16496578180421552662073827415977766260,323912789234041595781038192514606214824,64,66,53,66,64,76,60,66,69,64,67,
84754464752541530686900551792414522598,157736696707685212972278519918868945630,57,58,69,73,67,75,73,55,63,66,73,
173911513209405688434468255313488056971,139142326882558334242636950141067042287,63,59,62,56,71,59,61,61,69,67,69,
4407083084585210334961964642166704119,36562094273060243044396889871000896465,60,66,64,68,63,67,65,66,59,63,61,
172971959238989023208090646708217033976,119704631372491741904367407787336099717,56,63,55,74,59,69,67,60,61,64,60,
76483835038359856494818336772151574167,17184473821581757938410209710171017565,64,77,67,72,65,62,66,67,70,62,66,
172689596259467756718564506245411111600,197631142069000875553642372179411303574,68,63,70,65,62,61,67,66,62,57,65,
14491318344978265193091198904811958281,229686944315841151828156590916429464390,68,63,64,67,61,62,57,59,66,66,63,
55317123900922452568430056229123726308,241342876509800579366990801003433659342,60,62,76,65,72,65,67,68,59,66,64,
58779154445760952494624337199656585433,31373941770992963780560233404827712721,70,62,66,57,49,65,71,64,65,66,65,
291414924575857808641046909525149706103,150537131969501532085949281535186107701,53,72,70,69,58,64,58,67,64,75,64,
281655808224149559171152837918338589674,247744517484082667642519081050215099552,66,64,66,59,66,65,65,69,67,58,65,
227991038961891839951870333690953345427,132314150640524053619606984429094210540,61,69,61,58,66,66,59,67,65,70,60,
211707604481063384616818430526070108731,270273797715368764966683036810253917197,63,66,59,64,63,70,61,68,68,57,70,
306671771330152439448392640892954555618,307559785208789765006404205978387078338,58,60,65,55,70,60,66,62,70,65,62,
337670412274155705637256905242426064297,257349100489288230351272862157112979539,60,68,57,63,62,66,70,72,70,65,59,
97374410050699600404233671362412623114,266985602171452190979052023257978428464,55,63,72,66,65,62,66,60,52,70,63,
323159886875069451226202371089562696577,20385252782331541431868194212087594897,70,70,61,67,54,59,68,61,59,56,62,
152989636613626980845058740709651048840,204094515556035467323769915109555280275,65,49,63,60,70,80,69,67,58,68,59,
216280734058439034169575555641977040119,321296274182323694347002990531622019714,74,71,60,65,72,63,64,61,61,65,55,
3743524677974881725148571137385286361,134095014470029047095904871634249872917,60,62,61,60,74,62,66,64,71,61,59,
278244270803356073760825651372197241139,154115692362350630714526721897747893259,59,61,65,54,81,65,61,75,64,54,67,
7821237727086404019065500321426998100,68542229567629385216139556510796048684,61,69,59,71,64,72,68,58,63,71,64,
289932915184499083911674264370218067047,297543276853749213154840284569393698481,65,70,65,67,65,58,68,55,54,56,62,
304210437481263475779133190374111190906,191878119263513688307775934937312808819,72,55,58,57,64,61,61,49,68,67,62,
263862527399139589547880232246395436662,254395238153067283972560340095926282043,54,75,55,54,58,51,67,50,58,63,68,
110733040110171475142361217227764606034,28687720618057745507757921655577680495,55,70,68,59,69,66,58,65,69,65,60,
216852275046712343680712569124786568254,278350674443399922955771186817486282366,68,57,60,69,69,67,72,67,71,68,68,
232973917868645400578374137817936546462,35659827151661539529744561537775941525,74,56,55,62,63,53,65,66,58,72,61,
94267993520586852704432080160365899453,117708504068683253789270050167630484358,72,76,65,64,60,66,63,64,60,60,66,
47579955404209896177744885343487183714,10285918262485991489343930700959704871,62,58,69,60,66,55,68,50,61,62,69,
204608650195103194260236425827120723481,236382234085892363802307768291103983206,51,58,62,59,63,66,59,61,61,61,64,
