280887784780363846499901454190552656201,18333019886646188581207558199563129102,65,56,65,59,62,59,65,62,52,67,62,
283261862599724150539820551477922145684,304867737106555871092558797276117094382,56,63,67,59,70,61,62,62,75,66,66,
45541228862194110810674939485987609890,110909235502328013294777128787391207534,59,57,72,64,67,68,74,60,58,63,66,
155472664099032583221881730949256133870,288683325981208208226285327137638892028,68,72,67,65,60,56,60,63,67,70,66,
157649275445909992222776373651751279854,191967656938557563542810366920462267136,64,64,56,61,68,69,56,63,58,72,56,
292058773089182171416516287027900672241,272229087015270992217345009827411059440,70,55,64,63,74,64,61,60,61,63,64,
172093352815237488911685853895318907394,20136124849513176054901659662214631002,76,67,64,54,70,57,61,61,70,63,62,
304141534306391923663301643512507048455,103997788975132060794422828308345527306,71,75,55,66,63,57,61,60,66,66,61,
100987280176358027614096118755770424536,231868756916675939673407353798087743279,70,71,70,59,64,59,55,68,72,57,61,
108224721077304091983247798437060947371,186910423004357832208055217663351494336,68,57,71,64,65,60,69,63,69,67,61,
278259255865672798598901020922367644818,93071784504422448740625535553359986645,69,65,61,64,67,67,62,68,64,66,63,
136246237200937441714423320232824310724,203504208992592775071925229543797361063,69,63,57,57,58,60,67,71,72,54,60,
219493105345132758910842446673247084809,156843788607806241002648832770939000417,62,58,59,64,53,69,62,57,59,65,69,
113353643541780638860927108109975120145,86100687644672268281739868928964666831,56,56,69,66,48,69,66,63,62,62,58,
123521524174644277519631020665332998961,126970530583944614799201319292142179891,75,73,64,55,66,56,60,62,63,55,71,
33896923919631327755809285464371304316,166541739365634805899574495783671093210,65,69,65,58,67,61,72,61,67,70,71,
36100227056451354171746010049605750742,243076364646458291422498628346340730595,64,64,61,64,55,67,69,71,60,68,68,
278348978765665685251715081162488916758,312623005542614647334455036180497830067,63,64,69,64,62,62,63,60,71,61,58,
10036612853221402391674390548981698450,227641633859902278576037227866567607253,69,53,67,63,55,58,62,62,64,61,59,
129897642793376544927736896759668324510,335541212783230282475036345934234669791,71,65,59,65,54,64,64,72,68,50,68,
265603775358246010572405340328963471408,150034696963067292664320181233870772076,70,66,67,59,63,61,65,60,62,77,72,
