296727688967042768031186388001828331425,43926148759498277618755964695176060455,70,50,69,59,63,66,64,59,58,57,68,
166390812949593859103077324869430745709,83997477545520242350474108099902847769,71,72,67,62,70,48,59,58,62,62,64,
26755585302889337214860712901920186676,92859140666516562156826121084760390701,60,63,49,57,57,55,59,59,73,62,63,
208141397160404206955806818443850306474,192606587164834494085559653626207320289,69,77,70,62,71,66,62,60,60,67,63,
63514139985092664821869451874001165219,254989660466905907461553947922434219296,73,60,66,61,56,68,60,66,63,56,79,
295290888554305972013092932446593789244,107210029035813121668718329904341859237,71,77,66,69,69,61,61,60,56,54,64,
263792378325709607035637465296970263241,248800362444159991475593362616549943975,66,50,54,62,60,54,66,64,59,58,59,
275092821978597319468146923667879634118,303764197022292926141533683788849187328,69,62,63,68,63,65,73,70,65,68,59,
137030738688167200980797767947451171065,202077400255203891859358410838428056400,62,63,61,46,61,67,70,62,66,65,52,
5210688624162593754794288567786153200,14097754666445906130600336444609225523,67,57,64,58,62,56,47,55,71,60,67,
48723772351377587774637456884851393358,291257086939577422483179972605801288330,65,59,69,69,60,68,74,70,62,56,54,
131541099984521850884301382941202186825,252994210951359743813498143408863434435,59,54,69,60,59,63,65,65,60,75,67,
323308134544353950564494596695779160225,321822732469951194480757278103614014856,66,63,70,61,68,71,64,66,71,75,65,
172612626542187326760193821538038319834,191976702018947207419914173852141828749,67,62,62,69,65,52,62,66,69,62,69,
142194752549126791136178458421183768349,155438052933553271291770879982340154965,64,63,73,74,68,70,65,63,65,61,60,
60989212580904494115113493325144275969,39627068317140842409766716422686839967,64,70,60,66,67,63,73,72,68,71,69,
116643432064782162875387732897285038544,96608792952367364672577617338176611020,51,63,69,67,62,74,63,62,69,52,70,
161748157657437145014078428890393545377,301503548836168454143298424309818535769,61,71,62,57,67,72,58,67,61,68,70,
232252897665324612540757581216203176673,126142058697054376315610700745598107936,57,69,67,68,64,69,71,68,69,67,65,
79402053401713173875419150964843773755,298822008026472515959181937558969923655,75,64,64,64,61,59,67,68,61,75,58,
283787820757691594064314051644076088929,302076021723372027781093869409626364284,61,58,63,69,67,67,62,65,71,62,59,
225767571789238536581258077427662776149,122406138662294614543482170508029871866,49,66,64,68,70,64,61,66,57,56,64,
28381062293205703127382996718796799882,174830149494339393414019053578844608216,67,68,53,70,69,58,66,69,61,68,61,
329636159543695800388779442031474355302,137590132289225090244210439681664376980,66,62,63,62,66,63,52,60,71,59,56,
290462430672290661237960393469782869384,59863881044479046081628870217745844271,66,64,71,69,60,64,63,68,72,63,62,
178936239177730099703823723881844280566,332499518726225758889512545757634264912,68,57,55,72,74,64,73,65,50,64,70,
39873479272060729095434991412449621294,223022767262655158204173167123807491323,77,64,65,52,68,67,66,75,73,61,64,
115580494414334585287380610955239824390,37937225517892691104004754851451447160,74,75,62,53,66,58,68,58,51,72,51,
265808573934296311512908437745779350285,205283485449194035238100160383463311461,54,70,61,77,59,65,68,63,61,75,66,
6530871785700632468380084312095873105,324427763712633140885170012468604260295,64,57,59,62,61,64,69,71,64,61,65,
