121639798163305869473390817924296224443,131386427483878557827270902594647051131,63,70,58,66,56,70,53,54,58,55,59,
158011999092711182478677034712976063390,283241582588599694919083911816429951508,71,54,63,75,65,60,69,60,71,59,71,
122738228715648460932629394559428555099,136896724707384524049753622230680070922,63,65,57,67,70,58,62,61,66,70,68,
183753721281513799581444819229291373744,267866397027053898206226249164219305282,57,65,58,64,64,57,61,68,67,55,62,
2181282279074640377529432577920961066,312033470485261058411701085331343499195,56,57,58,64,64,70,61,67,63,67,79,
205449217683804141752026197459383789604,212111990006120095000036641392062722810,71,74,64,65,65,68,55,65,59,73,66,
284632872650937516955373261969371233917,233335587571383571119714962434092567167,60,71,62,64,64,63,66,59,68,57,63,
31748923093583404666254075902502357502,206913483225700551994658484344275477037,62,63,58,55,69,69,78,70,54,70,61,
266328537946860584879979922668343953111,194852406603266835766154329303109407817,69,58,72,73,56,69,60,69,63,66,62,
39068652488988318629776197474949326713,177484200023500008120640847680912108126,53,69,68,62,60,58,66,77,66,59,63,
228959967914754032039546618419919096104,189780208963056295774032807452291917585,63,63,62,65,63,68,55,61,56,72,69,
216367843466624541984430676237993877093,100996766030152541842317190238153575414,62,63,67,66,61,69,62,62,63,65,66,
129931675220643751147724922791373398527,116636962427699139125684235113792970768,66,62,65,65,67,73,66,63,66,64,56,
118744157049536697731664637117749371867,87949543772558597155513287928647777109,61,67,67,59,66,66,65,59,63,78,61,
193060263644591289214233478737981797556,320591012717239420474494244756604726534,58,66,54,76,53,58,67,65,65,68,67,
123164953842852522616888161926724776072,119391610328190058829852447978527569261,63,66,71,68,68,61,67,59,70,64,73,
300385132432257277940202674243915416064,263626758553097876845710277295408692772,63,70,62,61,63,55,62,57,67,57,60,
215858103058523429918671642157237991450,23078321694452439993917675924839700806,65,67,59,65,59,61,76,62,62,64,66,
261329471427076042179542337220787180277,182127012182863277751466974922738556965,69,58,57,66,69,64,59,59,69,59,54,
78703083539476331259386863128158488796,191203069804721581880317404365132597031,66,58,69,57,70,65,72,65,61,70,68,
324230506175769501861920573219752511368,73635735550485607252847331403234179721,73,70,62,59,69,64,57,66,65,69,66,
50654167354128984577374950028176833333,123633235547171615492174608060189275117,68,68,70,59,72,68,74,62,69,68,57,
15388170364279050200136878278042310708,247500963982636570766421911234136033563,65,62,65,69,59,58,60,68,58,72,67,
249880913135703437226392348639300673528,266183883843097725715740552551334011682,67,61,69,69,70,69,60,64,53,74,53,
26694543359270042525880354586026494860,128634027429270268470387759399190445762,67,71,70,64,68,67,61,51,64,60,56,
177367773908818615937732567639862490331,146020999236735846779788967036283154198,70,64,69,70,64,68,60,54,67,64,60,
136081558087955410834342238206354428738,7307837192007341322921806994020189793,64,60,63,63,72,61,65,66,55,62,70,
241201694778510205165242188943110248270,199691222314885014203890469102796674109,62,65,73,63,64,63,62,58,65,67,63,
172245848209319141538041574649974836528,7417401603335915327688835934361985917,48,63,54,64,61,73,58,60,61,61,58,
91391404162903050583146050994358511648,237050784759269913431022320419772863530,58,63,69,71,59,62,66,55,59,67,56,
339072345093626003858598800655469334773,317999970501767174778774099228889821387,59,72,72,57,63,67,66,65,56,66,54,
223053831729686135478491740564886680977,240419335628501382482363105978314549177,70,64,59,70,58,60,66,62,69,60,72,
149447514243766235214993498807487887224,174535901499454536590700134195527140711,58,70,75,69,55,74,52,77,59,65,62,
299845157906375366074493080842882726478,303197630847393326419616832034412117798,68,62,63,62,60,53,68,65,67,72,69,
8833018294040924115806794197810272901,11851949745940251221510088467449999992,54,61,60,66,62,68,70,67,58,62,64,
311134764866048892092791782018784203134,39776796374943678760402370397619674497,62,66,54,50,68,53,68,61,66,67,69,
314105572411019298393369295822947742915,20492642639830689769137740951302801531,68,66,67,67,61,61,65,71,67,70,72,
133318046909622421019685533031058287809,82376986909010134010256506450610365648,70,61,61,64,56,65,62,59,72,75,72,
21179555549594125831595156608249006077,171063118056846392788106603925440218048,69,63,69,67,69,62,64,59,57,61,51,
154565693656398874078303116150549793086,74363675082788921215422552083616528776,59,68,58,68,60,56,65,61,57,68,59,
9978144276429274917789696885378854385,160848872582190264379916605380772676856,61,87,63,68,72,58,66,63,64,55,59,
170090999244988385262214167589867051101,193533563272699168873754532648813925698,65,66,57,62,59,65,59,72,63,52,52,
280111059877151153699942655158827630352,170166883238340215857481973085127938196,61,62,77,67,69,62,61,64,65,59,56,
189207559861455648547090728960483367312,223781918256001182430849224039872274842,59,73,61,73,68,74,60,67,71,67,65,
121763595699805441002382879808491269679,59272521823361933012781792840125771697,64,55,69,62,67,61,60,63,62,61,70,
301330819702839962651169261528258314353,305779192434232277056200741060996788738,66,65,59,69,58,57,64,71,62,69,54,
74647251211496804326266600135571632804,302987519922599614952488245644900586272,61,59,66,68,68,58,68,63,59,66,60,
89250701472235458633153771879442145868,185992104639832803384755561340228644205,63,70,65,65,57,58,74,68,58,71,71,
206315086913682475928731280070725072632,101813741444772124587427529367670954398,65,59,67,68,70,67,68,59,64,51,71,
204546354885303513406010689277099505910,228953894601872122077291485574020937275,66,69,68,61,75,64,60,61,60,65,74,
229024569818527644683154515439926472932,189533051231725447691583452040381085488,65,73,65,72,49,64,65,70,57,72,62,
